id,length_bond,length_matdis,length_illparent,length_illchild,length_illspouse,length_own,unaffordable,prop_pay,take_bond,take_matdis,take_illparent,take_illchild,take_illspouse,take_own,emp_size,paid_hrly,nochildren,lnfaminc,faminc,lnearn,fem_cu6,fem_c617,fem_cu6and617,fem_nochild,age,a_age,widowed,divorced,hiemp,separated,nevermarried,male,female,agesq,ltHS,someCol,BA,GradSch,black,white,asian,other,hisp,OCC,occ_1,occ_2,occ_3,occ_4,occ_5,occ_6,occ_7,occ_8,occ_9,occ_10,ind_1,ind_2,ind_3,ind_4,ind_5,ind_6,ind_7,ind_8,ind_9,ind_10,ind_11,ind_12,ind_13,weeks_worked,WAGP,WKHP,PWGTP,FER,WKW,COW,ESR,partner,ndep_kid,ndep_old,empgov_fed,empgov_st,wkhours,empgov_loc,weeks_worked_cat,pay_schedule,total_length,total_leaves,exhausted_by,eligworker,benefit_prop,particip,orig_len_own,orig_len_illspouse,orig_len_illchild,orig_len_illparent,orig_len_matdis,orig_len_bond,longer_leave,extend_flag,fmla_constrain_flag,particip_length,plen_own,plen_illspouse,plen_illchild,plen_illparent,plen_matdis,plen_bond,DI_plen,PFL_plen,base_benefits,base_leave_pay,actual_leave_pay,actual_benefits,bene_effect_flg,topoff_flg,reduce,bene_own,bene_illspouse,bene_illchild,bene_illparent,bene_matdis,bene_bond
5,0,0,0,0,10,0,1,1,0,0,0,0,1,0,1658,1,0,11.09469988,65821.37254,10.60919206,NA,NA,NA,NA,31,31,0,0,1,0,0,1,0,961,0,1,0,0,0,1,0,0,0,1920,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,40000,40,37,NA,1,1,1,0,1,0,0,0,40,0,51,"all pay, all weeks",10,1,NA,1,0.55,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538.461538,1538.461538,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,934,1,0,NA,7900,8.987175365,0,0,0,1,69,69,1,0,1,0,0,0,1,4761,0,0,0,1,0,1,0,0,0,9620,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,7900,15,21,NA,5,1,1,0,0,1,0,0,15,0,20,"all pay, all weeks",0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,0,0,0,0,0,1,1,1,0,0,0,0,0,3936,1,0,8.144088037,3442.964102,6.920312605,0,0,0,1,19,19,0,0,0,0,1,0,1,361,0,1,0,0,0,0,0,0,1,2550,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1000,10,22,2,6,2,1,0,2,0,0,0,10,0,7.5,"all pay, all weeks",5,1,NA,1,0.55,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,166.6666667,166.6666667,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,8.144088037,3442.964102,7.795781343,NA,NA,NA,NA,51,51,0,0,0,0,0,1,0,2601,1,0,0,0,0,0,0,0,1,9350,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2400,41,27,NA,6,7,1,0,2,0,0,0,41,0,7.5,no pay,0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9665,1,0,11.53543312,102276.2866,11.23780072,NA,NA,NA,NA,34,34,0,0,1,0,0,1,0,1156,0,1,0,0,0,1,0,0,0,7200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,75000,55,23,NA,1,1,1,0,2,0,0,0,55,0,51,"all pay, all weeks",0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,65,1,0,0,0,0,0,0,1,4545,1,0,11.53543312,102276.2866,10.17840914,1,0,0,0,37,37,0,0,1,0,0,0,1,1369,0,1,0,0,0,1,0,0,0,4600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,26000,35,21,2,1,1,1,0,2,0,0,0,35,0,51,no pay,65,1,NA,1,0.55,1,65,0,0,0,0,0,1,1,0,60,60,0,0,0,0,0,60,0,3300,0,0,3300,0,0,1,3300,0,0,0,0,0
20,0,0,0,0,0,35,0,0,0,0,0,0,0,1,2699,1,0,NA,7200,8.894393631,0,0,0,1,37,37,0,0,0,0,1,0,1,1369,1,0,0,0,1,0,0,0,0,5240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,7200,32,41,2,4,1,1,0,0,0,0,0,32,0,33,no pay,35,1,NA,1,0.55,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,1,1,0,0,0,0,0,0,158,0,0,11.30233924,81010.92005,11.30233924,NA,NA,NA,NA,47,47,0,1,1,0,0,1,0,2209,0,0,1,0,0,1,0,0,0,3820,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,80000,50,23,NA,1,5,1,0,2,0,1,0,50,0,51,"all pay, all weeks",0,0,NA,1,0.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,267,1,0,NA,2000,7.613459786,NA,NA,NA,NA,64,64,0,0,1,0,1,1,0,4096,0,0,0,1,0,1,0,0,0,4850,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,2000,30,10,NA,5,1,1,0,0,0,0,0,30,0,20,no pay,0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9209,0,0,11.70783768,121520.4306,11.01465717,NA,NA,NA,NA,63,63,0,0,1,0,0,1,0,3969,0,1,0,0,0,1,0,0,0,5700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,60000,70,14,NA,1,1,1,0,0,0,0,0,70,0,51,"all pay, all weeks",0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,60,1,0,0,0,0,0,0,1,8230,1,0,11.70783768,121520.4306,10.98075562,0,1,0,0,34,34,0,0,1,0,1,0,1,1156,0,0,0,0,0,1,0,0,0,5240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,58000,40,12,2,1,1,1,0,0,0,0,0,40,0,51,no pay,60,1,NA,1,0.55,1,60,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,55,0,6748.076923,0,0,6748.076923,0,0,1,6748.076923,0,0,0,0,0
33,0,0,1,0,0,0,1,1,0,0,1,0,0,0,109,1,1,11.20665399,73618.6736,10.50383154,0,0,0,1,55,55,0,0,1,0,1,0,1,3025,0,0,0,0,0,1,0,0,0,4150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,36000,40,10,NA,1,4,1,0,0,2,0,1,40,0,51,"all pay, all weeks",1,1,NA,1,0.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.4615385,138.4615385,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9972,1,0,NA,5000,8.529750518,NA,NA,NA,NA,18,18,0,0,1,0,1,0,1,324,0,1,0,0,0,1,0,0,0,4150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,5000,20,17,2,1,1,1,0,NA,NA,0,0,20,0,51,no pay,0,0,NA,1,0.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,248,1,1,0,0,0,0,0,1,5691,0,1,12.03830642,169110.2956,11.26411803,NA,NA,NA,NA,35,35,0,0,1,0,0,1,0,1225,0,0,1,0,0,0,0,0,1,4850,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,77000,40,15,NA,1,1,1,0,0,0,0,0,40,0,51,"all pay, all weeks",248,1,NA,1,0.55,0,248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73446.15385,73446.15385,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9895,0,1,12.03830642,169110.2956,11.30233924,0,0,0,1,35,35,0,0,1,0,0,0,1,1225,0,0,0,1,0,1,0,0,0,2550,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,80000,40,13,2,1,1,1,0,0,0,0,0,40,0,51,no pay,0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,0,1,12.11048781,181768.2519,11.86195503,NA,NA,NA,NA,67,67,0,0,0,0,0,1,0,4489,0,0,0,1,0,1,0,0,0,3060,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,140000,20,13,NA,1,1,1,0,0,2,0,0,20,0,51,"all pay, all weeks",0,0,NA,1,0.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,1,1,12.16733668,192400.9351,NA,NA,NA,NA,NA,28,28,0,0,0,0,1,1,0,784,0,0,0,0,0,1,0,0,0,4500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52,0,50,6,NA,1,6,1,0,0,0,0,0,50,0,51,"all pay, all weeks",0,0,NA,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,12.16733668,192400.9351,10.13918843,NA,NA,NA,NA,19,19,0,0,1,0,1,1,0,361,0,0,0,0,0,1,0,0,0,6260,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,25000,40,7,NA,4,1,1,0,0,0,0,0,40,0,33,no pay,0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6085,1,1,12.16733668,192400.9351,11.36296386,0,0,0,1,50,50,0,0,1,0,0,0,1,2500,0,0,0,0,0,1,0,0,0,9130,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,52,85000,40,7,2,1,1,1,0,0,0,0,0,40,0,51,no pay,0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,90,1,0,0,0,0,0,0,1,9512,1,1,12.16733668,192400.9351,10.92764579,NA,NA,NA,NA,50,50,0,0,1,0,0,1,0,2500,1,0,0,0,0,1,0,0,0,6260,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,55000,40,8,NA,2,1,1,0,0,0,0,0,40,0,48.5,no pay,90,1,NA,1,0.55,1,90,0,0,0,0,0,0,0,0,85,85,0,0,0,0,0,85,0,10713.54167,0,0,10713.54167,0,0,1,10713.54167,0,0,0,0,0
49,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2417,0,0,NA,530,6.285434333,NA,NA,NA,NA,24,24,0,0,1,0,1,1,0,576,0,1,0,0,0,1,0,0,0,4720,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,530,10,74,NA,6,1,1,0,0,0,0,0,10,0,7.5,"all pay, all weeks",0,0,NA,1,0.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,23,0,0,0,1,0,0,0,1,0,0,0,871,1,0,NA,15000,9.628362806,NA,NA,NA,NA,25,25,0,0,1,0,1,1,0,625,0,0,1,0,0,1,0,0,0,2310,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48,15000,35,65,NA,2,3,1,0,0,0,0,0,35,1,48.5,no pay,23,1,NA,1,0.55,1,0,0,0,23,0,0,0,0,0,18,0,0,0,18,0,0,0,18,618.75,0,0,618.75,0,0,1,0,0,0,618.75,0,0
51,0,0,0,0,0,0,1,1,0,0,0,0,0,0,202,0,0,NA,0,NA,NA,NA,NA,NA,25,25,0,0,1,0,1,1,0,625,0,1,0,0,0,1,0,0,0,6420,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,0,30,53,NA,3,6,1,0,0,0,0,0,30,0,43.5,"all pay, all weeks",0,0,NA,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,77,1,0,NA,50000,10.83233561,NA,NA,NA,NA,58,58,0,1,0,0,0,1,0,3364,0,0,0,0,0,1,0,0,0,4700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,50000,44,14,NA,1,1,1,0,0,0,0,0,44,0,51,no pay,0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,15,0,0,0,0,0,0,0,1,5,0,1,11.10236275,66327.69079,9.44604125,0,0,0,1,74,74,0,0,1,0,0,0,1,5476,0,0,0,0,0,1,0,0,0,630,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,12500,25,24,NA,1,1,1,0,0,2,0,0,25,0,51,no pay,15,1,NA,1,0.55,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,6,0,0,1,0,0,0,0,1,0,40,1,1,11.10236275,66327.69079,10.55789877,NA,NA,NA,NA,65,65,0,0,1,0,0,1,0,4225,0,1,0,0,0,1,0,0,0,4700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,38000,40,23,NA,1,1,1,0,0,2,0,0,40,0,51,"all pay, all weeks",6,1,NA,1,0.55,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,876.9230769,876.9230769,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9028,1,1,11.72269296,123339.1258,8.678170523,0,0,0,1,21,21,0,0,0,0,1,0,1,441,0,1,0,0,0,1,0,0,0,4760,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51,5800,20,13,2,1,1,1,0,0,0,0,0,20,0,51,"all pay, all weeks",0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,10,0,0,0,0,0,0,0,1,0,5480,1,1,11.72269296,123339.1258,11.4846608,NA,NA,NA,NA,49,49,0,0,1,0,0,1,0,2401,0,0,0,1,0,1,0,0,0,7140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52,96000,40,11,NA,1,1,1,0,0,0,0,0,40,0,51,no pay,10,1,NA,1,0.55,1,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,1015.384615,0,0,1015.384615,0,0,1,0,1015.384615,0,0,0,0
57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4844,0,1,11.72269296,123339.1258,9.916044879,0,0,0,1,42,42,0,0,1,0,0,0,1,1764,0,1,0,0,0,0,0,1,0,3600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,20000,24,12,2,1,1,1,0,0,0,0,0,24,0,51,"all pay, all weeks",0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,5,1,1,0,0,0,0,0,1,3510,0,1,12.66970559,317967.8612,12.66970559,NA,NA,NA,NA,62,62,0,0,1,0,0,1,0,3844,0,0,1,0,0,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,314000,60,9,NA,1,1,1,0,0,0,0,0,60,0,51,"all pay, all weeks",5,1,NA,1,0.55,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6038.461538,6038.461538,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,20,0,1,0,0,0,0,0,1,2850,0,0,11.66524473,116453.1976,11.09469988,0,0,1,0,42,42,0,0,1,0,0,0,1,1764,0,0,1,0,0,1,0,0,0,2310,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49,65000,35,11,2,2,3,1,0,2,0,0,0,35,1,48.5,"all pay, all weeks",20,1,NA,1,0.55,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5306.122449,5306.122449,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,280,0,0,11.66524473,116453.1976,10.83233561,NA,NA,NA,NA,42,42,0,0,1,0,0,1,0,1764,0,1,0,0,0,1,0,0,0,3740,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,50000,50,13,NA,1,3,1,0,2,0,0,0,50,1,51,"some pay, all weeks",0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,60,0,0,0,0,0,1,1,1,0,0,0,0,0,293,1,0,NA,4500,8.424390002,NA,NA,NA,NA,18,18,0,0,1,0,1,0,1,324,0,1,0,0,0,0,0,0,1,310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,4500,30,10,2,1,1,1,0,NA,NA,0,0,30,0,51,"all pay, all weeks",60,1,NA,1,0.55,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1038.461538,1038.461538,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,6,0,1,1,0,0,0,0,1,0,6147,0,0,11.62984281,112402.6516,10.63388467,NA,NA,NA,NA,33,33,0,0,1,0,0,1,0,1089,0,1,0,0,0,1,0,0,0,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,41000,40,12,NA,1,2,1,0,1,0,0,0,40,0,51,"all pay, all weeks",6,1,NA,1,0.55,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946.1538462,946.1538462,0,0,0,0,0,0,0,0,0,0
66,0,68,0,0,0,0,0,1,0,1,0,0,0,0,2397,1,0,11.62984281,112402.6516,11.16880785,0,1,0,0,32,32,0,0,1,0,0,0,1,1024,0,0,0,1,0,1,0,0,0,2310,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,70000,40,14,2,1,2,1,0,1,0,0,0,40,0,51,"all pay, all weeks",68,1,NA,1,0.55,0,0,0,0,0,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18307.69231,18307.69231,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,10,0,1,1,0,0,0,0,1,0,1,0,0,10.1706871,26126.02172,9.318207878,0,1,0,0,54,54,0,0,0,0,0,0,1,2916,0,0,0,0,0,1,0,0,0,4230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,11000,10,13,NA,3,1,1,0,3,0,0,0,10,0,43.5,"all pay, all weeks",10,1,NA,1,0.55,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,550,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,6,0,0,1,0,0,0,0,1,0,9984,0,0,10.81527856,49775.51944,10.81527856,0,1,0,0,55,55,0,0,1,0,0,0,1,3025,0,0,1,0,0,1,0,0,0,1220,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,50000,36,27,NA,1,1,1,0,1,0,0,0,36,0,51,"all pay, all weeks",6,1,NA,1,0.55,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1153.846154,1153.846154,0,0,0,0,0,0,0,0,0,0
